ENPs	dT	L	Shape	Surface functionalization	Zeta Potential (mV)	Surface Area	Animal(Rat/Mouse)	Gender	M.A	M.W	Method	E.D	E.T	R.D	Dose
SWCNT	1.9	500	tube	-	-27.60 	1040	Rat	male	9	220	intratracheal instillation	0	1	3	0.15
SWCNT	1.9	500	tube	-	-27.60 	1040	Rat	male	9	220	intratracheal instillation	0	1	7	0.15
SWCNT	1.9	500	tube	-	-27.60 	1040	Rat	male	9	220	intratracheal instillation	0	1	30	0.15
SWCNT	1.9	500	tube	-	-27.60 	1040	Rat	male	9	220	intratracheal instillation	0	1	90	0.15
SWCNT	1.9	500	tube	-	-27.60 	1040	Rat	male	9	220	intratracheal instillation	0	1	1	1.5
SWCNT	1.9	500	tube	-	-27.60 	1040	Rat	male	9	220	intratracheal instillation	0	1	3	1.5
SWCNT	1.9	500	tube	-	-27.60 	1040	Rat	male	9	220	intratracheal instillation	0	1	7	1.5
SWCNT	1.9	500	tube	-	-27.60 	1040	Rat	male	9	220	intratracheal instillation	0	1	30	1.5
SWCNT	1.9	500	tube	-	-27.60 	1040	Rat	male	9	220	intratracheal instillation	0	1	90	1.5
MWCNT	80	1810	tube	-	-11.00 	23	Rat	male	9	220	intratracheal instillation	0	1	1	0.15
MWCNT	80	1810	tube	-	-11.00 	23	Rat	male	9	220	intratracheal instillation	0	1	3	0.15
MWCNT	80	1810	tube	-	-11.00 	23	Rat	male	9	220	intratracheal instillation	0	1	7	0.15
MWCNT	80	1810	tube	-	-11.00 	23	Rat	male	9	220	intratracheal instillation	0	1	30	0.15
MWCNT	80	1810	tube	-	-11.00 	23	Rat	male	9	220	intratracheal instillation	0	1	90	0.15
MWCNT	80	1810	tube	-	-11.00 	23	Rat	male	9	220	intratracheal instillation	0	1	1	1.5
MWCNT	80	1810	tube	-	-11.00 	23	Rat	male	9	220	intratracheal instillation	0	1	3	1.5
MWCNT	80	1810	tube	-	-11.00 	23	Rat	male	9	220	intratracheal instillation	0	1	7	1.5
MWCNT	80	1810	tube	-	-11.00 	23	Rat	male	9	220	intratracheal instillation	0	1	30	1.5
MWCNT	80	1810	tube	-	-11.00 	23	Rat	male	9	220	intratracheal instillation	0	1	90	1.5
CB	14	14	sphere	-	-3.70 	272	Mouse	female	13	25	intratracheal instillation	0	1	1	0.2
CB	14	14	sphere	-	30.00 	272	Mouse	female	13	25	intratracheal instillation	0	1	1	0.8
CB	14	14	sphere	-	-3.70 	272	Mouse	female	13	25	intratracheal instillation	0	1	1	2
CB	14	14	sphere	-	30.00 	272	Mouse	female	13	25	intratracheal instillation	0	1	3	0.8
CB	14	14	sphere	-	30.00 	272	Mouse	female	13	25	intratracheal instillation	0	1	7	0.8
MgO	50	50	sphere	-	-16.90 	22.5	Rat	male	8	190	intratracheal instillation	0	1	1	1
MgO	50	50	sphere	-	-16.90 	22.5	Rat	male	8	190	intratracheal instillation	0	1	7	1
MgO	50	50	sphere	-	-16.90 	22.5	Rat	male	8	190	intratracheal instillation	0	1	30	1
MgO	50	50	sphere	-	-16.90 	22.5	Rat	male	8	190	intratracheal instillation	0	1	1	5
MgO	50	50	sphere	-	-16.90 	22.5	Rat	male	8	190	intratracheal instillation	0	1	7	5
MgO	50	50	sphere	-	-16.90 	22.5	Rat	male	8	190	intratracheal instillation	0	1	30	5
MWCNT	106	3860	tube	-	-11.30 	152	Mouse	unknow	8	25	intratracheal instillation	0	1	1	2
MWCNT	52.5	3860	tube	-	-12.00 	152	Mouse	unknow	8	25	intratracheal instillation	0	1	1	2
ZnO	100	100	sphere	-	-16.90 	14	Mouse	female	8	20	intratracheal instillation	0	1	1	0.05
ZnO	100	100	sphere	-	-16.90 	14	Mouse	female	8	20	intratracheal instillation	0	1	1	0.2
ZnO	100	100	sphere	-	-16.90 	14	Mouse	female	8	20	intratracheal instillation	0	1	1	0.4
ZnO	100	100	sphere	-	-16.90 	14	Mouse	female	8	20	intratracheal instillation	0	1	1	0.8
ZnO	100	100	sphere	-	-16.90 	14	Mouse	female	8	20	intratracheal instillation	0	1	1	1.6
ZnO	100	100	sphere	-	-16.90 	14	Mouse	female	8	20	intratracheal instillation	0	1	1	3.2
ZnO	100	100	sphere	-	-16.90 	14	Mouse	female	8	20	intratracheal instillation	0	1	1	6.4
ZnO	130	130	sphere	triethoxycaprylylsilane	-16.90 	18	Mouse	female	8	20	intratracheal instillation	0	1	1	0.05
ZnO	130	130	sphere	triethoxycaprylylsilane	-16.90 	18	Mouse	female	8	20	intratracheal instillation	0	1	1	0.2
ZnO	130	130	sphere	triethoxycaprylylsilane	-16.90 	18	Mouse	female	8	20	intratracheal instillation	0	1	1	0.4
ZnO	130	130	sphere	triethoxycaprylylsilane	-16.90 	18	Mouse	female	8	20	intratracheal instillation	0	1	1	0.8
ZnO	130	130	sphere	triethoxycaprylylsilane	-16.90 	18	Mouse	female	8	20	intratracheal instillation	0	1	1	1.6
ZnO	130	130	sphere	triethoxycaprylylsilane	-16.90 	18	Mouse	female	8	20	intratracheal instillation	0	1	1	3.2
ZnO	130	130	sphere	triethoxycaprylylsilane	-16.90 	18	Mouse	female	8	20	intratracheal instillation	0	1	1	6.4
Ag	27.5	27.5	sphere	polyoxylaurat Tween-20	-42.50 	5	Mouse	female	8	20	intratracheal instillation	0	1	1	0.05
Ag	27.5	27.5	sphere	polyoxylaurat Tween-20	-42.50 	5	Mouse	female	8	20	intratracheal instillation	0	1	1	0.2
Ag	27.5	27.5	sphere	polyoxylaurat Tween-20	-42.50 	5	Mouse	female	8	20	intratracheal instillation	0	1	1	0.4
Ag	27.5	27.5	sphere	polyoxylaurat Tween-20	-42.50 	5	Mouse	female	8	20	intratracheal instillation	0	1	1	0.8
Ag	27.5	27.5	sphere	polyoxylaurat Tween-20	-42.50 	5	Mouse	female	8	20	intratracheal instillation	0	1	1	1.6
Ag	27.5	27.5	sphere	polyoxylaurat Tween-20	-42.50 	5	Mouse	female	8	20	intratracheal instillation	0	1	1	3.2
Ag	27.5	27.5	sphere	polyoxylaurat Tween-20	-42.50 	5	Mouse	female	8	20	intratracheal instillation	0	1	1	6.4
Au	50	50	sphere	-	-56.00 	5	Rat	male	8	250	intratracheal instillation	0	1	0.125	1.6
Au	50	50	sphere	-	-56.00 	5	Rat	male	8	250	intratracheal instillation	0	1	1	1.6
Au	250	250	sphere	-	-53.00 	5	Rat	male	8	250	intratracheal instillation	0	1	0.125	1.6
Au	250	250	sphere	-	-53.00 	5	Rat	male	8	250	intratracheal instillation	0	1	1	1.6
Au	50	50	sphere	-	-54.00 	5	Rat	male	8	250	intratracheal instillation	0	1	0.125	1.6
Au	50	50	sphere	-	-54.00 	5	Rat	male	8	250	intratracheal instillation	0	1	1	1.6
Au	250	250	sphere	-	-61.00 	5	Rat	male	8	250	intratracheal instillation	0	1	0.125	1.6
Au	250	250	sphere	-	-61.00 	5	Rat	male	8	250	intratracheal instillation	0	1	1	1.6
SiO2	18.3	18.3	amorphous	-	-28.40 	189	Rat	male	7	279	intratracheal instillation	1.875	3	0.125	3
SiO2	18.3	18.3	amorphous	-	-28.40 	189	Rat	male	7	279	intratracheal instillation	1.875	3	0.125	6
SiO2	18.3	18.3	amorphous	-	-28.40 	189	Rat	male	7	279	intratracheal instillation	1.875	3	0.125	12
SiO2	18	18	amorphous	-	-28.40 	140	Rat	male	7	279	intratracheal instillation	1.875	3	0.125	3
SiO2	18	18	amorphous	-	-28.40 	140	Rat	male	7	279	intratracheal instillation	1.875	3	0.125	6
SiO2	18	18	amorphous	-	-28.40 	140	Rat	male	7	279	intratracheal instillation	1.875	3	0.125	12
SiO2	17.7	17.7	amorphous	-	-28.40 	204	Rat	male	7	279	intratracheal instillation	1.875	3	0.125	3
SiO2	17.7	17.7	amorphous	-	-28.40 	204	Rat	male	7	279	intratracheal instillation	1.875	3	0.125	6
SiO2	17.7	17.7	amorphous	-	-28.40 	204	Rat	male	7	279	intratracheal instillation	1.875	3	0.125	12
SiO2	24.7	24.7	amorphous	-	-28.40 	204	Rat	male	7	279	intratracheal instillation	1.875	3	0.125	3
SiO2	24.7	24.7	amorphous	-	-28.40 	204	Rat	male	7	279	intratracheal instillation	1.875	3	0.125	6
SiO2	24.7	24.7	amorphous	-	-28.40 	204	Rat	male	7	279	intratracheal instillation	1.875	3	0.125	12
SWCNT	1.3	3500	tube	-	-27.60 	1700	Mouse	male	9	27	intranasal instillation	0	1	1	5.56
MWCNT	11	1050	tube	-	-11.00 	130	Mouse	male	9	27	intranasal instillation	0	1	1	5.56
C60	15	15	sphere	-	-30.00 	300	Mouse	male	9	27	intranasal instillation	0	1	1	5.56
MWCNT	75	5000	tube	-	11.83 	50	Mouse	male	6	22.5	OPA	0	1	1	0.11
MWCNT	75	5000	tube	-	11.50 	50	Mouse	male	6	22.5	OPA	0	1	1	0.11
MWCNT	75	1000	tube	-	12.10 	70	Mouse	male	6	22.5	OPA	0	1	1	0.11
MWCNT	75	5000	tube	-	11.83 	50	Mouse	male	6	22.5	OPA	0	1	1	0.44
MWCNT	75	5000	tube	-	11.50 	50	Mouse	male	6	22.5	OPA	0	1	1	0.44
MWCNT	75	1000	tube	-	12.10 	70	Mouse	male	6	22.5	OPA	0	1	1	0.44
MWCNT	75	5000	tube	-	11.83 	50	Mouse	male	6	22.5	OPA	0	1	1	1.78
MWCNT	75	5000	tube	-	11.50 	50	Mouse	male	6	22.5	OPA	0	1	1	1.78
MWCNT	75	1000	tube	-	12.10 	70	Mouse	male	6	22.5	OPA	0	1	1	1.78
TiO2	35.85	35.85	sphere	-	-11.53 	57.13	Mouse	male	6	22.5	OPA	0	1	0.168	1.33
TiO2	35.85	35.85	sphere	-	-11.53 	57.13	Mouse	male	6	22.5	OPA	0	1	1	1.33
TiO2	100	7000	belt	-	-13.20 	57.13	Mouse	male	6	22.5	OPA	0	1	0.168	1.33
TiO2	100	7000	belt	-	-13.20 	57.13	Mouse	male	6	22.5	OPA	0	1	1	1.33
TiO2	100	7000	belt	HA	-12.10 	57.13	Mouse	male	6	22.5	OPA	0	1	0.168	1.33
TiO2	100	7000	belt	HA	-12.10 	57.13	Mouse	male	6	22.5	OPA	0	1	1	1.33
TiO2	100	7000	belt 	COOH	-12.60 	57.13	Mouse	male	6	22.5	OPA	0	1	0.168	1.33
TiO2	100	7000	belt 	COOH	-12.60 	57.13	Mouse	male	6	22.5	OPA	0	1	1	1.33
MWCNT	17.78	1108.45	tube	-	-15.27 	140.6	Mouse	male	8	25	OPA	0	1	1	2
MWCNT	31.67	1198.58	tube	-	-14.40 	204.9	Mouse	male	8	25	OPA	0	1	1	2
MWCNT	15.49	3860	tube	-	-14.07 	217.3	Mouse	male	8	25	OPA	0	1	1	2
SiO2	107	107	sphere	-	-28.40 	12.7	Mouse	female	6	18	intranasal inoculation	12	6	3	5
SiO2	92.3	92.3	sphere&mesoporous	-	-28.40 	70.6	Mouse	female	6	18	intranasal inoculation	12	6	3	5
SiO2	114	114	sphere	PEG	-28.40 	12.7	Mouse	female	6	18	intranasal inoculation	12	6	3	5
MWCNT	25	50000	tube	-	-11.00 	152	Mouse	female	10	20	OPA	0	1	0.96	1
MWCNT	25	50000	tube	-	-11.00 	152	Mouse	female	10	20	OPA	0	1	1.75	1
Cd QD705	10.2	10.2	dots	PEG	-6.40 	89	Mouse	male	8	30	intratracheal instillation	0	1	2	2
Cd QD705	9.6	9.6	dots	COOH	-22.70 	89	Mouse	male	8	30	intratracheal instillation	0	1	2	2
Cd QD705	10.2	10.2	dots	PEG	-6.40 	89	Mouse	male	8	30	intratracheal instillation	0	1	17	0.4
Cd QD705	10.2	10.2	dots	PEG	-6.40 	89	Mouse	male	8	30	intratracheal instillation	0	1	17	2
Cd QD705	9.6	9.6	dots	COOH	-22.70 	89	Mouse	male	8	30	intratracheal instillation	0	1	17	0.4
Cd QD705	9.6	9.6	dots	COOH	-22.70 	89	Mouse	male	8	30	intratracheal instillation	0	1	17	2
TiO2	21.7	21.7	sphere	-	31.20 	57.13	Mouse	male	8	30	intratracheal instillation	0	1	17	16.68
SiO2	40.2	40.2	sphere	-	-39.40 	26.5	Mouse	male	8	30	intratracheal instillation	0	1	17	3.33
Cd QD705	10.2	10.2	dots	PEG	-6.40 	89	Mouse	male	8	30	intratracheal instillation	0	1	90	2
Cd QD705	9.6	9.6	dots	COOH	-22.70 	89	Mouse	male	8	30	intratracheal instillation	0	1	90	2
ZnO	9.1	50	rod	-	27.10 	88	Mouse	male	8	25	OPA	0	1	2	3.2
TiO2	5.5	5.5	sphere	-	9.28 	174.8	Mouse	male	4	22	intranasal instillation	270	270	0	1.25
TiO2	5.5	5.5	sphere	-	9.28 	174.8	Mouse	male	4	22	intranasal instillation	270	270	0	2.5
TiO2	5.5	5.5	sphere	-	9.28 	174.8	Mouse	male	4	22	intranasal instillation	270	270	0	5
ZnO	50	50	sphere	-	-15.00 	10.8	Mouse	female	8	20	OPA	7	2	1	0.1
ZnO	50	50	sphere	-	-15.00 	10.8	Mouse	female	8	20	OPA	7	2	7	0.1
ZnO	50	50	sphere	-	-15.00 	10.8	Mouse	female	8	20	OPA	7	2	14	0.1
ZnO	50	50	sphere	-	-16.70 	10.8	Mouse	female	8	20	OPA	7	2	1	0.5
ZnO	50	50	sphere	-	-16.70 	10.8	Mouse	female	8	20	OPA	7	2	7	0.5
ZnO	50	50	sphere	-	-16.70 	10.8	Mouse	female	8	20	OPA	7	2	14	0.5
TiO2	50	500	fiber	-	-6.70 	57.13	Rat	unknow	8	225	intratracheal instillation	0	1	2	16
TiO2	50	500	fiber	-	-6.70 	57.13	Rat	unknow	8	225	intratracheal instillation	0	1	14	16
TiO2	15	15	sphere	-	-6.70 	57.13	Mouse	male	6	31	intratracheal instillation	0	1	1	8
TiO2	50	50	sphere	-	-6.70 	57.13	Mouse	male	6	31	intratracheal instillation	0	1	1	8
TiO2	100	100	sphere	-	-6.70 	57.13	Mouse	male	6	31	intratracheal instillation	0	1	1	8
CB	14	14	sphere	-	-3.70 	300	Mouse	male	6	31	intratracheal instillation	42	7	1	1.6
CB	56	56	sphere	-	-3.70 	45	Mouse	male	6	31	intratracheal instillation	42	7	1	1.6
MWCNT	67	16500	tube	-	-11.00 	26	Mouse	male	6	31	intratracheal instillation	42	7	1	1.6
SWCNT	1.3	3500	tube	-	-27.60 	1040	Mouse	male	6	30	intratracheal instillation	0	1	1	4
MWCNT	11	1000	tube	-	-11.00 	152	Mouse	male	6	30	intratracheal instillation	0	1	1	4
CB	14	14	sphere	-	-3.70 	300	Mouse	male	6	31	intratracheal instillation	0	1	1	4
CB	56	56	sphere	-	-3.70 	45	Mouse	male	6	31	intratracheal instillation	0	1	1	4
CB	14	14	sphere	-	-3.70 	300	Mouse	male	6	31	intratracheal instillation	0	1	1	4
CB	56	56	sphere	-	-3.70 	45	Mouse	male	6	31	intratracheal instillation	0	1	1	4
CB	14	14	sphere	-	-3.70 	300	Mouse	male	6	31	intratracheal instillation	0	1	7	4
CB	56	56	sphere	-	-3.70 	45	Mouse	male	6	31	intratracheal instillation	0	1	7	4
SWCNT	1	550	tube	-	-27.60 	1040	Mouse	male	6	31	intratracheal instillation	42	7	1	1.6
CB	14	14	sphere	-	-3.70 	338	Mouse	female	8	18	intratracheal instillation	0	1	0.125	3
CB	14	14	sphere	-	-3.70 	338	Mouse	female	8	18	intratracheal instillation	0	1	1	3
Co3O4	20.2	20.2	sphere	-	-26.40 	35.8	Rat	female	6	166	intratracheal instillation	0	1	1	0.24
Co3O4	20.2	20.2	sphere	-	-26.40 	35.8	Rat	female	6	166	intratracheal instillation	0	1	1	0.6
Co3O4	20.2	20.2	sphere	-	-26.40 	35.8	Rat	female	6	166	intratracheal instillation	0	1	1	2.4
CoO	65.4	65.4	sphere	-	-21.80 	8.5	Rat	female	6	166	intratracheal instillation	0	1	1	0.24
CoO	65.4	65.4	sphere	-	-21.80 	8.5	Rat	female	6	166	intratracheal instillation	0	1	1	0.6
CoO	65.4	65.4	sphere	-	-21.80 	8.5	Rat	female	6	166	intratracheal instillation	0	1	1	2.4
In2O3	35.8	35.8	sphere	-	57.20 	15	Rat	female	6	166	PA	0	1	1	0.3
In2O3	35.8	35.8	sphere	-	57.20 	15	Rat	female	6	166	PA	0	1	1	1.2
In2O3	35.8	35.8	sphere	-	57.20 	15	Rat	female	6	166	PA	0	1	1	3.6
NiO	5.3	5.3	sphere	-	48.90 	91.8	Rat	female	6	166	PA	0	1	1	3.6
In2O3	35.8	35.8	sphere	-	57.20 	15	Rat	female	6	166	PA	0	1	28	0.3
In2O3	35.8	35.8	sphere	-	57.20 	15	Rat	female	6	166	PA	0	1	28	1.2
In2O3	35.8	35.8	sphere	-	57.20 	15	Rat	female	6	166	PA	0	1	28	3.6
NiO	5.3	5.3	sphere	-	48.90 	91.8	Rat	female	6	166	PA	0	1	28	3.6
Lipid	50	50	sphere	-	-7.00 	89	Mouse	male	7	24	ihalation	0	1	1	0.8
Lipid	50	50	sphere	-	-7.00 	89	Mouse	male	7	24	ihalation	0	1	1	8
Lipid	150	150	sphere	-	-4.00 	89	Mouse	male	7	24	ihalation	0	1	1	2
Lipid	150	150	sphere	-	-4.00 	89	Mouse	male	7	24	ihalation	0	1	1	20
PVA	160	160	sphere	-	-3.00 	89	Mouse	male	7	24	ihalation	0	1	1	2
PVA	160	160	sphere	-	-3.00 	89	Mouse	male	7	24	ihalation	0	1	1	20
PVA	172	172	sphere	-	-4.00 	89	Mouse	male	7	24	ihalation	0	1	1	2
PVA	172	172	sphere	-	-4.00 	89	Mouse	male	7	24	ihalation	0	1	1	20
polystyrene	50	50	sphere	-	-25.00 	89	Mouse	male	7	24	ihalation	0	1	1	0.8
polystyrene	50	50	sphere	-	-25.00 	89	Mouse	male	7	24	ihalation	0	1	1	8
SiO2	14	14	sphere	-	-28.40 	194	Mouse	male	7	36	intratracheal instillation	0	1	3	0.008
SiO2	14	14	sphere	-	-28.40 	194	Mouse	male	7	36	intratracheal instillation	0	1	3	0.083
SiO2	14	14	sphere	-	-28.40 	194	Mouse	male	7	36	intratracheal instillation	0	1	3	0.278
SiO2	14	14	sphere	-	-28.40 	194	Mouse	male	7	36	intratracheal instillation	0	1	3	0.833
SiO2	14	14	sphere	-	-28.40 	194	Mouse	male	7	36	intratracheal instillation	0	1	3	2.778
SiO2	14	14	sphere	-	-28.40 	194	Mouse	male	7	36	intratracheal instillation	0	1	1	0.833
SiO2	14	14	sphere	-	-28.40 	194	Mouse	male	7	36	intratracheal instillation	0	1	7	0.833
SiO2	14	14	sphere	-	-28.40 	194	Mouse	male	7	36	intratracheal instillation	0	1	3	0.833
SiO2	14	14	sphere	-	-28.40 	194	Mouse	male	7	36	intratracheal instillation	0	1	15	0.833
SiO2	14	14	sphere	-	-28.40 	194	Mouse	male	7	36	intratracheal instillation	0	1	30	0.833
CB	14	14	sphere	-	-3.70 	254	Mouse	female	8	20	intratracheal instillation	0	1	2	0.5
CB	14	14	sphere	-	-3.70 	254	Mouse	female	8	20	intratracheal instillation	0	1	7	0.5
CB	14	14	sphere	-	-3.70 	254	Mouse	female	8	20	intratracheal instillation	0	1	14	0.5
CB	14	14	sphere	-	-3.70 	254	Mouse	female	8	20	intratracheal instillation	0	1	21	0.5
Fe2O3	10	10	sphere	-	-16.90 	22.5	Rat	female	8	185	intratracheal instillation	0	1	1	10.8
Fe2O3	50	50	sphere	-	-16.90 	22.5	Rat	female	8	185	intratracheal instillation	0	1	1	10.8
SWCNT	2.5	550	tube	-	-27.60 	1040	Mouse	female	7	20	PA	0	1	1	2
SWCNT	2.5	550	tube	-	-27.60 	1040	Mouse	female	7	20	PA	0	1	7	2
SWCNT	2.5	550	tube	-	-27.60 	1040	Mouse	female	7	20	PA	0	1	28	2
Cu	12	12	sphere	-	-20.00 	12	Mouse	male	6	23.5	intratracheal instillation	0	1	1	0.13
Cu	12	12	sphere	-	-20.00 	12	Mouse	male	6	23.5	intratracheal instillation	0	1	1	1.49
Cu	12	12	sphere	-	-20.00 	12	Mouse	male	6	23.5	intratracheal instillation	0	1	1	4.26
SiO2	10	10	sphere	-	-28.40 	640	Mouse	female	8	22.5	OPA	0	1	0.167	4.44
CeO2	23	23	sphere	-	37.80 	40	Mouse	female	8	22.5	OPA	0	1	0.167	4.44
CeO2	88	88	sphere	-	37.80 	10	Mouse	female	8	22.5	OPA	0	1	0.167	4.44
TiO2	10	10	sphere	-	-16.90 	115	Mouse	female	8	22.5	OPA	0	1	0.167	4.44
TiO2	200	200	sphere	-	-16.90 	6.99	Mouse	female	8	22.5	OPA	0	1	0.167	4.44
SiO2	10	10	sphere	-	-28.40 	640	Mouse	female	8	22.5	OPA	0	1	1	4.44
CeO2	23	23	sphere	-	37.80 	40	Mouse	female	8	22.5	OPA	0	1	1	4.44
CeO2	88	88	sphere	-	37.80 	10	Mouse	female	8	22.5	OPA	0	1	1	4.44
TiO2	10	10	sphere	-	-16.90 	115	Mouse	female	8	22.5	OPA	0	1	1	4.44
TiO2	200	200	sphere	-	-16.90 	6.99	Mouse	female	8	22.5	OPA	0	1	1	4.44
SWCNT	3	320	tube	-	-27.60 	1064	Rat	male	8	302	intratracheal instillation	0	1	1	0.2
SWCNT	3	320	tube	-	-27.60 	1064	Rat	male	8	302	intratracheal instillation	0	1	3	0.2
SWCNT	3	320	tube	-	-27.60 	1064	Rat	male	8	302	intratracheal instillation	0	1	7	0.2
SWCNT	3	320	tube	-	-27.60 	1064	Rat	male	8	302	intratracheal instillation	0	1	30	0.2
SWCNT	3	320	tube	-	-27.60 	1064	Rat	male	8	302	intratracheal instillation	0	1	90	0.2
SWCNT	3	320	tube	-	-27.60 	1064	Rat	male	8	302	intratracheal instillation	0	1	1	2
SWCNT	3	320	tube	-	-27.60 	1064	Rat	male	8	302	intratracheal instillation	0	1	3	2
SWCNT	3	320	tube	-	-27.60 	1064	Rat	male	8	302	intratracheal instillation	0	1	7	2
SWCNT	3	320	tube	-	-27.60 	1064	Rat	male	8	302	intratracheal instillation	0	1	30	2
SWCNT	3	320	tube	-	-27.60 	1064	Rat	male	8	302	intratracheal instillation	0	1	90	2
SiO2	1800	1800	sphere	-	-28.40 	25	Rat	male	8	302	intratracheal instillation	0	1	1	5
SiO2	1800	1800	sphere	-	-28.40 	25	Rat	male	8	302	intratracheal instillation	0	1	3	5
SiO2	1800	1800	sphere	-	-28.40 	25	Rat	male	8	302	intratracheal instillation	0	1	7	5
SiO2	1800	1800	sphere	-	-28.40 	25	Rat	male	8	302	intratracheal instillation	0	1	30	5
SiO2	1800	1800	sphere	-	-28.40 	25	Rat	male	8	302	intratracheal instillation	0	1	90	5
SWCNT	3	320	tube	-	-27.60 	1064	Rat	male	8	302	intratracheal instillation	0	1	3	0.04
SWCNT	3	320	tube	-	-27.60 	1064	Rat	male	8	302	intratracheal instillation	0	1	7	0.04
SWCNT	3	320	tube	-	-27.60 	1064	Rat	male	8	302	intratracheal instillation	0	1	30	0.04
SWCNT	3	320	tube	-	-27.60 	1064	Rat	male	8	302	intratracheal instillation	0	1	90	0.04
SWCNT	3	320	tube	-	-27.60 	1064	Rat	male	8	302	intratracheal instillation	0	1	180	0.04
SWCNT	3	320	tube	-	-27.60 	1064	Rat	male	8	302	intratracheal instillation	0	1	3	0.2
SWCNT	3	320	tube	-	-27.60 	1064	Rat	male	8	302	intratracheal instillation	0	1	7	0.2
SWCNT	3	320	tube	-	-27.60 	1064	Rat	male	8	302	intratracheal instillation	0	1	30	0.2
SWCNT	3	320	tube	-	-27.60 	1064	Rat	male	8	302	intratracheal instillation	0	1	90	0.2
SWCNT	3	320	tube	-	-27.60 	1064	Rat	male	8	302	intratracheal instillation	0	1	180	0.2
SWCNT	3	320	tube	-	-27.60 	1064	Rat	male	8	302	intratracheal instillation	0	1	3	1
SWCNT	3	320	tube	-	-27.60 	1064	Rat	male	8	302	intratracheal instillation	0	1	7	1
SWCNT	3	320	tube	-	-27.60 	1064	Rat	male	8	302	intratracheal instillation	0	1	30	1
SWCNT	3	320	tube	-	-27.60 	1064	Rat	male	8	302	intratracheal instillation	0	1	90	1
SWCNT	3	320	tube	-	-27.60 	1064	Rat	male	8	302	intratracheal instillation	0	1	180	1
BaSO4	25	25	sphere	-	-18.50 	89	Rat	male	8	280	intratracheal instillation	0	1	1	1
BaSO4	25	25	sphere	-	-18.70 	89	Rat	male	8	280	intratracheal instillation	0	1	1	2
BaSO4	25	25	sphere	-	-18.60 	89	Rat	male	8	280	intratracheal instillation	0	1	1	5
polystyrene	218	218	sphere	GD	31.00 	89	Rat	female	7	150	PA	0	1	1	0.67
polystyrene	194	194	sphere	NH2	19.80 	89	Rat	female	7	150	PA	0	1	1	0.67
polystyrene	320	320	sphere	PEG	-10.30 	89	Rat	female	7	150	PA	0	1	1	0.67
polystyrene	216	216	sphere	ZI	-15.00 	89	Rat	female	7	150	PA	0	1	1	0.67
polystyrene	224	224	sphere	OH	-17.90 	89	Rat	female	7	150	PA	0	1	1	0.67
polystyrene	209	209	sphere	COCH3	-20.30 	89	Rat	female	7	150	PA	0	1	1	0.67
polystyrene	214	214	sphere	COOH	-28.00 	89	Rat	female	7	150	PA	0	1	1	0.67
polystyrene	220	220	sphere	SO3H	-41.20 	89	Rat	female	7	150	PA	0	1	1	0.67
MWCNT	13.5	15000	tube	-	-11.00 	152	Mouse	male	7	21	intratracheal instillation	0	1	1	0.47
MWCNT	13.5	15000	tube	-	-11.00 	152	Mouse	male	7	21	intratracheal instillation	0	1	1	4.7
MWCNT	13.5	15000	tube	-	-11.00 	152	Mouse	male	7	21	intratracheal instillation	0	1	7	0.47
MWCNT	13.5	15000	tube	-	-11.00 	152	Mouse	male	7	21	intratracheal instillation	0	1	7	4.7
MWCNT	13.5	15000	tube	-	-11.00 	152	Mouse	male	7	21	intratracheal instillation	0	1	14	0.47
MWCNT	13.5	15000	tube	-	-11.00 	152	Mouse	male	7	21	intratracheal instillation	0	1	14	4.7
MWCNT	13.5	15000	tube	-	-11.00 	152	Mouse	male	7	21	intratracheal instillation	0	1	28	0.47
MWCNT	13.5	15000	tube	-	-11.00 	152	Mouse	male	7	21	intratracheal instillation	0	1	28	4.7
MWCNT	13.5	15000	tube	-	-11.00 	152	Mouse	male	7	21	intratracheal instillation	0	1	120	0.47
MWCNT	13.5	15000	tube	-	-11.00 	152	Mouse	male	7	21	intratracheal instillation	0	1	120	4.7
MWCNT	7.5	400	tube	-	-11.00 	152	Mouse	male	7	21	intratracheal instillation	0	1	1	0.47
MWCNT	7.5	400	tube	-	-11.00 	152	Mouse	male	7	21	intratracheal instillation	0	1	1	4.7
MWCNT	7.5	400	tube	-	-11.00 	152	Mouse	male	7	21	intratracheal instillation	0	1	7	0.47
MWCNT	7.5	400	tube	-	-11.00 	152	Mouse	male	7	21	intratracheal instillation	0	1	7	4.7
MWCNT	7.5	400	tube	-	-11.00 	152	Mouse	male	7	21	intratracheal instillation	0	1	14	0.47
MWCNT	7.5	400	tube	-	-11.00 	152	Mouse	male	7	21	intratracheal instillation	0	1	14	4.7
MWCNT	7.5	400	tube	-	-11.00 	152	Mouse	male	7	21	intratracheal instillation	0	1	28	0.47
MWCNT	7.5	400	tube	-	-11.00 	152	Mouse	male	7	21	intratracheal instillation	0	1	28	4.7
MWCNT	7.5	400	tube	-	-11.00 	152	Mouse	male	7	21	intratracheal instillation	0	1	120	0.47
MWCNT	7.5	400	tube	-	-11.00 	152	Mouse	male	7	21	intratracheal instillation	0	1	120	4.7
MWCNT	49	3860	tube	-	-4.30 	152	Mouse	male	8	25	OPA	0	1	1	2
BN	18	1100	tube	-	-11.10 	89	Mouse	male	8	25	OPA	0	1	1	2
DEP	91.3	91.3	sphere	-	-16.90 	108	Mouse	female	8	19.1	intratracheal instillation	0	1	1	0.94
